age,gender,degree,born_US,Family_income,nation_education,nation_race,nation_arms,nation_welfare,Assistance_to_the_poor,Assistance_to_other_countries,social_security,pres16,tax,Immigration,race
70,Female,Graduate,Yes,NA,Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,2,NA,white
59,Female,High School,Yes,NA,Too little,About right,Too little,Too much,NA,NA,Too little,Trump,2,Strongly agree,white
66,Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,NA,NA,white
74,Female,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,About right,About right,Other,2,NA,white
80,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,About right,NA,NA,Too little,Did not vote,NA,Agree,white
75,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,About right,About right,About right,Other,2,Agree,white
49,Male,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,About right,About right,About right,Trump,2,Agree,white
42,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Strongly disagree,white
27,Male,High School,NA,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,About right,Did not vote,2,Neither,white
67,Female,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too little,About right,Too little,NA,NA,About right,Clinton,2,NA,white
73,Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,1,NA,white
47,Male,High School,Yes,"$170,000 or over",NA,NA,NA,NA,Too much,Too much,About right,Trump,1,NA,white
59,Female,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too much,Too little,Other,1,NA,white
48,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too much,Too much,About right,Did not vote,1,Agree,white
65,Female,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
32,Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,2,NA,white
67,Female,Bachelors,Yes,NA,Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,NA,Neither,white
69,Male,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too much,NA,NA,Too little,Clinton,1,Neither,asian
41,Male,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,About right,Too little,Trump,NA,NA,white
51,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,About right,Trump,1,Disagree,white
39,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,3,NA,white
70,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,Disagree,white
60,Male,High School,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,white
79,Male,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Agree,black
53,Male,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,Too little,Clinton,NA,NA,white
64,Female,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
49,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,About right,Too much,About right,NA,NA,Too little,Other,1,Disagree,asian
55,Female,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,white
62,Male,High School,Yes,NA,NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,white
56,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
44,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,Disagree,white
79,Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,About right,Too much,Too little,Clinton,2,NA,white
65,Female,Associate College,Yes,"$20,000 ~ $39,999",About right,About right,About right,About right,NA,NA,Too little,Clinton,2,Agree,white
43,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,About right,NA,NA,Too little,Other,1,Disagree,black
43,Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,black
64,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,2,Disagree,white
47,Male,High School,Yes,"$20,000 ~ $39,999",Too little,Too much,Too little,Too little,NA,NA,Too little,Clinton,1,NA,white
27,Female,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,Too much,About right,Trump,1,NA,white
45,Female,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,2,NA,white
45,Male,High School,Yes,NA,NA,NA,NA,NA,Too little,Too little,Too little,Clinton,NA,NA,white
79,Female,Bachelors,Yes,NA,NA,NA,NA,NA,About right,About right,About right,Clinton,1,Disagree,white
40,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,NA,Disagree,white
28,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,1,NA,white
36,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,white
37,Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,1,Disagree,white
52,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too much,Too much,Too little,Trump,NA,NA,white
65,Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,NA,american_native
65,Female,Associate College,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,2,Neither,white
61,Male,Graduate,Yes,"Under $10,000",Too little,About right,About right,About right,NA,NA,About right,Clinton,2,NA,white
49,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
50,Male,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,About right,Trump,2,Disagree,white
89,Male,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,2,Agree,white
NA,Male,High School,Yes,NA,Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,1,Strongly agree,white
68,Female,High School,NA,NA,Too little,Too much,About right,Too much,NA,NA,About right,Trump,NA,Agree,white
42,Male,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too much,Too much,Too little,Trump,1,Neither,white
44,Male,High School,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,2,Strongly disagree,white
63,Male,Graduate,Yes,"$20,000 ~ $39,999",Too much,Too little,About right,About right,NA,NA,About right,Other,2,NA,white
29,Male,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,About right,Other,2,Disagree,white
37,Female,Bachelors,Yes,"$130,000 ~ $169,999",Too much,Too little,About right,Too much,NA,NA,Too little,Trump,NA,Neither,white
66,Female,Bachelors,Yes,"Under $10,000",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Strongly disagree,white
52,Male,Bachelors,Yes,"$170,000 or over",Too little,About right,Too little,Too much,NA,NA,Too little,Trump,1,Agree,white
44,Female,Bachelors,Yes,"$130,000 ~ $169,999",About right,Too much,About right,Too much,NA,NA,About right,Other,1,NA,white
64,Female,High School,Yes,NA,Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,NA,Neither,white
59,Male,Graduate,Yes,"$90,000 ~ $129,999",Too much,About right,About right,About right,NA,NA,About right,Trump,NA,Agree,white
48,Male,Graduate,Yes,"$130,000 ~ $169,999",Too little,About right,Too much,Too little,NA,NA,About right,Clinton,2,Disagree,white
50,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,Too much,Clinton,NA,Strongly disagree,white
61,Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,Too much,About right,Clinton,1,Neither,white
53,Male,Graduate,Yes,"$60,000 ~ $89,999",Too much,Too much,About right,Too much,NA,NA,Too much,Trump,2,NA,white
30,Female,Graduate,Yes,"Under $10,000",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,1,Disagree,white
NA,Male,Graduate,Yes,NA,NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,hispanic
44,Female,High School,Yes,"$60,000 ~ $89,999",Too little,About right,About right,About right,NA,NA,About right,Trump,NA,Disagree,white
60,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,About right,Other,NA,NA,white
66,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Other,1,NA,white
69,Male,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,2,Disagree,white
47,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,About right,Too little,About right,NA,NA,About right,Trump,NA,Disagree,white
80,Female,High School,Yes,"Under $10,000",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
47,Male,Bachelors,No,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,About right,Trump,1,NA,white
37,Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,Agree,white
54,Female,High School,No,"$40,000 ~ $59,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,NA,white
47,Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,white
57,Male,High School,Yes,"$130,000 ~ $169,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,2,NA,white
NA,Female,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,About right,Clinton,NA,Disagree,other
33,Female,High School,NA,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,1,NA,white
58,Female,Graduate,Yes,"$90,000 ~ $129,999",About right,About right,About right,Too much,NA,NA,Too little,Clinton,1,Disagree,white
27,Male,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,NA,NA,Clinton,NA,NA,white
57,Female,Associate College,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Disagree,white
81,Female,High School,Yes,"$60,000 ~ $89,999",About right,About right,About right,NA,NA,NA,NA,Clinton,2,NA,white
35,Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,NA,NA,white
70,Male,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,About right,Trump,1,NA,white
57,Male,Associate College,Yes,"$130,000 ~ $169,999",Too much,About right,About right,About right,NA,NA,About right,Trump,NA,Disagree,white
44,Female,High School,Yes,"$130,000 ~ $169,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,3,NA,white
NA,Male,High School,Yes,"$130,000 ~ $169,999",About right,Too much,Too little,Too much,NA,NA,Too little,Trump,1,Neither,white
35,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,white
41,Female,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,3,NA,white
43,Female,High School,Yes,"$60,000 ~ $89,999",About right,Too much,About right,Too much,NA,NA,About right,Clinton,NA,Agree,other
72,Female,Associate College,Yes,NA,Too little,About right,Too little,Too much,NA,NA,Too little,Trump,1,Strongly agree,white
46,Other,Graduate,Yes,"$130,000 ~ $169,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Disagree,white
NA,Male,Less than high school,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
67,Female,High School,Yes,"$90,000 ~ $129,999",Too much,About right,About right,Too much,NA,NA,Too little,Trump,1,NA,white
29,Female,Bachelors,Yes,"$60,000 ~ $89,999",About right,Too little,Too much,About right,NA,NA,Too little,Other,NA,Disagree,white
71,Female,Associate College,Yes,"$40,000 ~ $59,999",About right,About right,About right,Too much,NA,NA,About right,Clinton,2,Disagree,white
73,Male,Associate College,Yes,"$20,000 ~ $39,999",Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,NA,Strongly agree,white
77,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,About right,Too little,Too much,NA,NA,About right,Clinton,1,Agree,white
70,Female,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,Agree,white
72,Female,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,Disagree,white
NA,Male,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,NA,Neither,white
67,Male,High School,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,NA,white
36,Male,Less than high school,Yes,"$40,000 ~ $59,999",Too little,Too much,About right,Too much,NA,NA,Too little,Other,1,Neither,white
67,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,NA,Trump,1,Strongly agree,white
41,Female,Associate College,Yes,"$60,000 ~ $89,999",Too little,About right,Too little,About right,NA,NA,Too little,Clinton,NA,Disagree,white
51,Male,Graduate,Yes,"$170,000 or over",About right,Too little,Too much,Too little,NA,NA,Too much,Clinton,2,NA,white
34,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,Disagree,white
64,Female,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,3,Strongly disagree,white
49,Female,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,Too much,About right,Trump,NA,NA,white
33,Female,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,other
74,Female,High School,Yes,"$170,000 or over",Too little,About right,About right,About right,NA,NA,About right,Trump,NA,Agree,white
33,Female,Associate College,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,2,Disagree,white
62,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,NA,Agree,white
51,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too much,Too much,Too much,Trump,1,Agree,white
53,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too much,NA,NA,Too little,Clinton,1,NA,black
33,Female,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,NA,black
51,Male,High School,Yes,NA,NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,NA,other
53,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,white
46,Male,Associate College,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,1,NA,black
72,Male,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,Too little,Trump,NA,NA,white
63,Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,About right,Too little,Clinton,2,NA,white
70,Female,Associate College,Yes,"$10,000 ~ $19,999",Too little,Too little,Too little,About right,NA,NA,Too little,Trump,NA,Strongly agree,white
71,Female,Less than high school,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,Agree,white
72,Male,High School,Yes,"$90,000 ~ $129,999",Too little,About right,Too little,About right,NA,NA,Too little,Trump,1,Agree,white
42,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,2,Disagree,white
76,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too much,Too much,About right,Clinton,NA,NA,white
69,Female,Bachelors,No,"$40,000 ~ $59,999",Too little,Too little,About right,About right,NA,NA,About right,Clinton,NA,Neither,asian
44,Male,Bachelors,Yes,"$60,000 ~ $89,999",Too little,About right,Too much,Too little,NA,NA,About right,Clinton,3,NA,white
43,Female,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,3,NA,white
39,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,NA,black
75,Male,Graduate,Yes,"$130,000 ~ $169,999",Too little,Too little,About right,About right,NA,NA,About right,Clinton,1,Disagree,white
89,Female,High School,Yes,NA,Too little,NA,About right,Too much,NA,NA,Too little,Clinton,NA,Neither,white
28,Male,Bachelors,Yes,"$130,000 ~ $169,999",Too little,Too little,Too little,Too little,NA,NA,Too little,Clinton,1,NA,black
56,Female,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,Too little,Clinton,1,NA,black
56,Female,Associate College,Yes,"$10,000 ~ $19,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Agree,black
37,Male,Associate College,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Other,2,NA,white
37,Female,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,NA,NA,black
49,Male,Bachelors,No,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,About right,Trump,2,NA,white
81,Male,Bachelors,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
70,Female,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,About right,About right,Trump,2,NA,white
78,Female,High School,Yes,"$20,000 ~ $39,999",Too little,About right,Too little,Too much,NA,NA,Too little,Trump,1,Agree,white
74,Female,High School,Yes,"$60,000 ~ $89,999",About right,About right,Too little,Too much,NA,NA,Too little,Trump,1,NA,white
76,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,About right,Trump,1,NA,white
79,Male,High School,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
66,Female,Associate College,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Disagree,white
NA,Female,Associate College,Yes,"Under $10,000",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,NA,Strongly agree,black
54,Female,High School,Yes,"$60,000 ~ $89,999",Too little,About right,Too little,Too much,NA,NA,Too little,Trump,1,NA,white
42,Female,Graduate,Yes,"$40,000 ~ $59,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,1,Disagree,black
43,Female,Graduate,Yes,"Under $10,000",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Agree,black
37,Other,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,1,NA,black
36,Male,High School,Yes,"$10,000 ~ $19,999",Too little,Too much,Too little,Too little,NA,NA,Too little,Trump,1,NA,other
62,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,2,Neither,hispanic
80,Female,Bachelors,Yes,"Under $10,000",NA,NA,NA,NA,NA,About right,NA,Clinton,NA,NA,black
80,Female,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too much,Too much,Too little,Trump,1,Strongly agree,white
